Article ID,Article Description,Item Type,Serials Req?,Serials per SKU,"EA
SIS",EA Length,EA Width,EA Height,EA Weight,EA Volume,"CA
Qty","CA
SIS",CA Length,CA Width,CA Height,CA Weight,CA Volume,CA UoM,"PL
Qty","PL
SIS",PL Length,PL Width,PL Height,PL Weight,PL Volume,PL UoM
504343,PVM SPR-240NE-WHT-D AR-A4 YUK,SLP,Y,1,3,5.33,2.75,0.15,1,2.14,,,,,,,,,20,1,5.33,2.75,3.65,800,53.53,PL  
504343A,PVM SPR-240NE-WHT-D AR-A4 YUK NPA,SLP,Y,1,3,5.11,2.62,0.15,33.07,2.02,1,3,5.11,2.62,0.15,33.07,2.02,CA  ,999,1,4,3.33,5,998,66.6,PL  
504348,ETHERNET 4 PORT SWITCH 24VDC DIN NT,SBO,N,0,3,0.67,0.54,0.42,0.85,0.15,30,3,2.21,1.79,1.42,25.5,5.61,CA  ,120,1,4,3.33,3.33,102,44.4,PL  
504350,LABEL SPR-X21-335-BLK MX,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
504358,AC STATION POWER-ONE 1.0 MW 1000VDC,SSN,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
504375,LABEL SPR-E19-310-COM,SBO,N,0,3,1,0.1,1,1,1,,,,,,,,,100,1,4,3.33,1.33,100,66.6,PL  
504376,PVM SPR-E19-310-COM,SLC,Y,1,3,5.13,3.44,0.15,46,2.57,,,,,,,,,36,1,5.5,3.5,5.58,"1,656",107.39,PL  
504376B,PVM SPR-E19-310-COM 3 YUK 1KV NPB,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
504378,CONTROLLER TMAC 3 PH 380-480V C7,NEW,N,0,3,1.52,1.52,1.52,24,3.51,1,3,1.52,1.52,1.52,24,3.51,CA  ,999,1,4,3.33,5,998,66.6,PL  
504384,CABLE UNI-CABLE 7-TRACKER EXTENSION,NEW,N,0,3,4.59,0.05,0.33,57.32,0.07,1,3,4.59,0.05,0.33,57.32,0.07,CA  ,999,1,4,3.33,5,998,66.6,PL  
504385,CABLE UNI-CABLE MOTOR TRUNK POWER/C,NEW,N,0,3,12.8,0.04,0.08,19.84,0.04,1,3,12.8,0.04,0.08,19.84,0.04,CA  ,999,1,4,3.33,5,998,66.6,PL  
504386,CABLE UNI-CABLE TRACKER 8 BRANCH PO,NEW,N,0,3,11.81,0.04,0.33,12.13,0.17,1,3,11.81,0.04,0.33,12.13,0.17,CA  ,999,1,4,3.33,5,998,66.6,PL  
504387,CABLE UNI-CABLE TRACKER 8 TO 9 BRAN,NEW,N,0,3,56.43,0.04,0.33,14.11,0.79,1,3,56.43,0.04,0.33,14.11,0.79,CA  ,999,1,4,3.33,5,998,66.6,PL  
504397,PVM SPR-X20-327-BLK AR-S1 M3 MC4,SLP,Y,1,3,5.12,3.43,0.15,41.89,2.59,1,3,5.12,3.43,0.15,41.89,2.59,CA  ,999,1,4,3.33,5,998,66.6,PL  
504397A,PVM SPR-X20-327-BLK AR-S1 M3 MC4 NP,SLP,Y,1,3,5.13,3.42,0.17,32,2.91,,,,,,,,,20,1,5.13,3.42,3.65,640,63.9,PL  
504397B,PVM SPR-X20-327-BLK AR-S1 M3 MC4 NP,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
